       Document_No  Dominant_Topic  Topic_Perc_Contrib                                           Keywords                                               Text
12626        12626             8.0              0.0887  caus, possibl, conclus, complic, rare, suggest...  the combin therapi of interferon alpha and rib...
12627        12627            14.0              0.1153  infect, transplant, blood, patient, immunosupp...  addit we show conclus that under certain circu...
12628        12628             8.0              0.1026  caus, possibl, conclus, complic, rare, suggest...  object to rais awar of a rare but seriou adver...
12629        12629            16.0              0.0792  clinic, studi, find, respon, method, signific,...  2 these find were characterist of granular par...
12630        12630             5.0              0.0785  thi, review, medic, manag, literatur, import, ...  despit continu improv in mortal associ with a ...
12631        12631             9.0              0.0849  day, dose, administr, oral, receiv, intraven, ...                        acut amphotericin b overdos
12632        12632            19.0              0.0846  level, improv, normal, increas, serum, increa,...  the cumul sever of thrombocytopenia observ ove...
12633        12633             0.0              0.0901  drug, syndrom, reaction, effect, associ, adver...  clinic observ were examin retrospect for three...
12634        12634             9.0              0.0813  day, dose, administr, oral, receiv, intraven, ...  these symptom were reproduc after a second adm...
12635        12635            12.0              0.1121  wa, symptom, follow, initi, discontinu, result...  the latter wa discontinu slowli over a period ...
12636        12636             5.0              0.1301  thi, review, medic, manag, literatur, import, ...  thi articl review case report and clinic studi...
12637        12637             1.0              0.0660  disea, associ, liver, disord, abnorm, injuri, ...  it may or may not be accompani by other featur...
12638        12638            19.0              0.0899  level, improv, normal, increas, serum, increa,...               the 125iinsulin bind rate wa high 54
12639        12639            13.0              0.1000  acut, renal, patient, failur, chronic, hepat, ...  a 57yearold woman with endstag renal diseas pr...
12640        12640            16.0              0.0648  clinic, studi, find, respon, method, signific,...  in thi group four men were seen with osteonecrosi
12641        12641            11.0              0.0778  case, report, thi, describ, present, previous,...  we describ a first case of kerat caus by nocar...
12642        12642            14.0              0.0929  infect, transplant, blood, patient, immunosupp...  in both case there wa a progress increas dure ...
12643        12643            16.0              0.0751  clinic, studi, find, respon, method, signific,...  similar phenomena have also been observ with o...
12644        12644             2.0              0.1009  pain, inject, complet, complic, success, surge...  cathet fractur and cardiac migrat a rare compl...
12645        12645             2.0              0.0673  pain, inject, complet, complic, success, surge...  after treatment with prednisolon a complet res...
12646        12646             4.0              0.1439  treatment, thi, corticosteroid, side_effect, s...  topic vagin oestrogen cream use for treatment ...
12647        12647             8.0              0.0636  caus, possibl, conclus, complic, rare, suggest...  we consid that the maha in thi patient is chem...
12648        12648            17.0              0.1158  develop, yearold, woman, present, week, man, f...  a 64yearold male patient develop progress panc...
12649        12649            12.0              0.0843  wa, symptom, follow, initi, discontinu, result...  method the author present a threecas seri in w...
12650        12650             1.0              0.0685  disea, associ, liver, disord, abnorm, injuri, ...  the patient wa treat with radiofrequ cauteri a...
12651        12651            10.0              0.0704  patient, toxic, sever, treatment, develop, res...  in these case the pregnanc can be protect thro...
12652        12652             5.0              0.0797  thi, review, medic, manag, literatur, import, ...  until recent discontinu of anticoagul therapi ...
12653        12653             5.0              0.1398  thi, review, medic, manag, literatur, import, ...  a care and complet medic histori can help avoi...
12654        12654             9.0              0.0910  day, dose, administr, oral, receiv, intraven, ...  on hospit day 5 as no addit arrhythmia had occ...
